Family,Sample ID,nucleus,plate,line,pcr,Sort Index X,Sort Index Y,Date,Time (sec),355-448/59-Height,488-FSC1-Height,488-FSC2-Height,488-SSC-Height,488-530/40-Height,488-576/21-Height,488-664/22-Height,355-448/59-Area,488-FSC1-Area,488-FSC2-Area,488-SSC-Area,488-530/40-Area,488-576/21-Area,488-664/22-Area,355-448/59-Width,488-FSC1-Width,488-FSC2-Width,488-SSC-Width,488-530/40-Width,488-576/21-Width,488-664/22-Width,488-530/40-Height-Log,488-SSC-Height-Log,488-FSC1-Height-Log,488-530/40-Area-Log,pcr_b,pcr_cb,pcr_cf,pcr_cm,pcr_cn,pcr_f,pcr_m,pcr_n
Acaulosporaceae,acolom,9,855,TRUE,f,2,B,2018-03-06,11.16730346,0.00075363,5.11327493,10.43950962,4.60381382,11.63997655,29.35894002,8.37998227,0.0001207,4.04022881,8.20308342,3.5444815,10.54773496,26.62591036,7.44275998,0,6.0546875,5.859375,5.6640625,6.25,6.25,6.25,2.454445428,1.526885051,1.631840085,2.355911141,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Acaulosporaceae,acolom,0,855,TRUE,n,3,B,2018-03-06,50.61989352,0.00059782,1.03970333,2.07186923,0.92080757,13.61876098,33.8678008,8.13451898,0.00012561,0.97109368,1.91705644,0.96213913,13.25877323,32.43604988,8.19140191,0,6.640625,6.640625,7.6171875,6.640625,6.640625,6.8359375,2.611448326,-0.0825042005,0.03893541284,2.584659464,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Acaulosporaceae,acolom,10,855,TRUE,f,4,B,2018-03-06,53.05992355,0.00174968,1.21759707,2.37562424,0.93766809,16.87896029,42.54588546,11.02481094,0.00076203,0.80633168,1.5755655,0.61349408,11.67547214,29.33455238,7.53110396,0,5.078125,4.8828125,4.8828125,5.078125,5.078125,4.8828125,2.826067893,-0.06435924121,0.1968793017,2.457490243,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Acaulosporaceae,acolom,0,855,TRUE,n,5,B,2018-03-06,53.74412073,0.00097905,4.89627384,9.70811611,8.10491131,5.82537027,14.55105362,4.69131507,0.00047421,4.69968515,9.29935449,5.96109468,5.40059151,13.52618763,4.30273896,0,7.421875,7.421875,5.2734375,6.8359375,6.640625,6.8359375,1.762222563,2.092470212,1.588474475,1.686508486,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Acaulosporaceae,acolom,0,855,TRUE,n,6,B,2018-03-06,126.0778321,0.00095922,0.83379671,1.65878246,0.52617248,16.90406385,41.694735,10.16843864,0.00032326,0.63263644,1.24385033,0.40729686,12.50281034,30.84132383,7.60648716,0,5.078125,4.8828125,5.859375,5.46875,5.2734375,5.46875,2.827554058,-0.6421262112,-0.1817656593,2.525953446,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Acaulosporaceae,acolom,11,855,TRUE,cf,7,B,2018-03-06,189.225164,0.00065747,3.35220145,6.5941385,10.0987108,16.19748734,39.63018284,10.96736421,0.00015537,2.37999326,4.66537038,7.25346983,13.87245807,33.67393963,9.12377062,0,4.8828125,4.8828125,5.078125,6.25,6.25,6.0546875,2.784856128,2.312407772,1.209617279,2.629905441,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Acaulosporaceae,acolom,11,855,TRUE,cf,7,B,2018-03-06,194.3199056,0.00073188,2.39303126,4.73188786,3.15867681,7.73940482,19.78298137,5.09876129,0.00032242,1.90112083,3.7520814,2.47090589,5.36458583,13.95679075,3.95474369,0,6.0546875,6.0546875,5.6640625,5.078125,4.8828125,5.46875,2.046324788,1.150153209,0.8725608719,1.679819175,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Acaulosporaceae,acolom,11,855,TRUE,cf,7,B,2018-03-06,202.5138431,0.00130334,0.35398779,0.72677704,1.01203648,12.6797244,31.01261496,8.25400236,0.00052836,0.3416009,0.70092322,0.73233286,9.19479986,22.45114421,5.87972114,0,6.8359375,6.640625,5.2734375,5.2734375,5.2734375,5.2734375,2.540004214,0.01196461765,-1.038492858,2.218638092,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Acaulosporaceae,acolom,11,855,TRUE,cf,7,B,2018-03-06,210.9132798,0.0008482,1.85255539,3.79495653,4.89999154,10.30009981,24.6734954,7.33169872,0.00023118,1.51146678,3.06277031,3.77725079,7.1037543,17.12371696,4.95068086,0,6.0546875,6.0546875,5.6640625,5.078125,4.8828125,4.8828125,2.332153585,1.589233479,0.6165659779,1.960623419,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Acaulosporaceae,acolom,11,855,TRUE,cf,7,B,2018-03-06,220.1457849,0.00122292,3.75968823,7.41393585,2.14974284,20.11378538,49.68818143,12.96341354,0.0004313,4.17552258,8.21899972,2.3398777,20.90148719,52.00423625,14.06496968,0,8.0078125,8.0078125,8.3984375,7.8125,7.8125,8.0078125,3.00140542,0.7653482257,1.324336036,3.039820314,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Acaulosporaceae,acolom,0,855,TRUE,n,6,C,2018-03-06,262.224184,0.00142199,1.47256888,2.94821062,2.88434206,16.29760168,40.86321132,10.19433416,0.00118061,2.08512105,4.14922782,2.94532755,19.31175488,48.38140126,12.60892435,8.3984375,12.5,12.5,7.03125,8.3984375,8.3984375,8.59375,2.791017961,1.059296818,0.387008413,2.960713972,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Acaulosporaceae,acolom,0,854,TRUE,n,2,B,2018-03-06,4.02010618,0.0010333,0.5178865,0.47624893,0.11240179,1.4871418,3.4367369,0.8571588,0.00029493,0.31459322,0.28979308,0.06448161,0.88762892,2.09086575,0.53410293,0,4.4921875,4.4921875,4.1015625,4.296875,4.296875,4.296875,0.3968560227,-2.185675416,-0.6579991727,-0.1192015062,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Acaulosporaceae,acolom,3,854,TRUE,f,3,B,2018-03-06,11.26230398,0.00085472,0.29073041,0.26786714,0.32209433,3.11344066,7.8410184,2.19107256,0.00017881,0.24401913,0.21995115,0.24108044,2.15204726,5.34201281,1.44339467,0,7.2265625,7.03125,5.46875,5.078125,4.8828125,4.8828125,1.135728436,-1.132910826,-1.235358867,0.766419603,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Acaulosporaceae,acolom,5,854,TRUE,f,4,B,2018-03-06,11.68928911,0.00156476,0.32681618,0.31382944,0.12973491,1.220614,3.09093217,0.6877691,0.00240058,0.22100662,0.21105632,0.08238405,0.84019783,2.12843122,0.50478908,16.6015625,4.8828125,4.8828125,4.4921875,5.078125,5.078125,5.46875,0.1993540108,-2.042262064,-1.118357407,-0.174117903,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Acaulosporaceae,acolom,0,854,TRUE,n,5,B,2018-03-06,15.82677723,0.00075288,0.68930159,0.62166182,0.23627081,1.63753238,4.54254067,1.17299301,0.0001282,0.41583048,0.37561345,0.13954525,1.10722405,3.08338697,0.80529975,0,4.296875,4.296875,4.296875,4.6875,4.6875,5.078125,0.4931904624,-1.442776632,-0.3720763824,0.1018560271,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Acaulosporaceae,acolom,0,854,TRUE,n,6,B,2018-03-06,19.59627811,0.0009262,0.29407749,0.27294979,0.06033024,1.53276878,3.73858512,1.06000612,0.00022165,0.17932598,0.16763883,0.03598691,0.975205,2.42565016,0.67826051,0,4.4921875,4.296875,4.4921875,4.6875,4.6875,4.8828125,0.4270757601,-2.807921808,-1.223911975,-0.02510757367,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Acaulosporaceae,acolom,8,854,TRUE,cf,7,B,2018-03-06,20.85324956,0.00093677,0.44873403,0.40274258,0.26810281,1.79960178,4.75685271,1.04691652,0.00052839,0.28025983,0.25282581,0.15708364,1.15840023,3.07136024,0.70780776,0,4.4921875,4.4921875,4.296875,4.6875,4.4921875,4.8828125,0.5875654071,-1.316384753,-0.8013249276,0.1470399412,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Acaulosporaceae,acolom,8,854,TRUE,cf,7,B,2018-03-06,24.16750889,0.00098376,0.75551826,0.71208496,0.27537374,1.51544246,4.0735146,0.82534649,0.00042252,0.45755778,0.43243929,0.16834217,1.00953286,2.68349864,0.59545133,0,4.296875,4.296875,4.296875,4.8828125,4.6875,5.078125,0.4157074491,-1.289626049,-0.2803513281,0.009487709009,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Acaulosporaceae,acolom,8,854,TRUE,cf,7,B,2018-03-06,24.90026702,0.00108676,0.14744969,0.13274294,0.12432258,1.28442533,3.28670275,0.79111317,0.00097901,0.09713734,0.08234808,0.07236151,0.81374021,2.09002355,0.50601326,0,4.296875,4.1015625,4.1015625,4.4921875,4.4921875,4.4921875,0.2503114043,-2.08487564,-1.914268246,-0.2061141163,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Acaulosporaceae,acolom,8,854,TRUE,cf,7,B,2018-03-06,29.48909983,0.00139023,1.57158952,1.42129837,0.17738827,2.03948026,4.84950286,1.39793451,0.00150837,0.89573169,0.81414238,0.10867938,1.29071288,3.05550962,0.82424516,16.40625,4.1015625,4.296875,4.4921875,4.4921875,4.4921875,4.1015625,0.7126950009,-1.729414333,0.4520875403,0.2551946859,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Acaulosporaceae,acolom,8,854,TRUE,cf,7,B,2018-03-06,32.05743968,0.0002671,0.2236763,0.20624874,0.22272794,1.95084252,4.73167542,0.98845372,3.43E-05,0.14432902,0.13310455,0.13497432,1.26620282,3.06457656,0.66233345,0,4.6875,4.8828125,4.296875,4.6875,4.6875,4.6875,0.6682613408,-1.501804252,-1.497555362,0.2360225163,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Acaulosporaceae,acolom,0,854,TRUE,n,6,C,2018-03-06,34.31832228,0.00106944,0.1000192,0.09832517,0.22239168,1.29811196,3.14117312,0.9181093,0.00028193,0.06262148,0.06185882,0.13228003,0.88586223,2.09716738,0.60993163,0,4.4921875,4.296875,4.296875,4.8828125,4.6875,4.8828125,0.2609108703,-1.503315127,-2.302393111,-0.1211938371,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Acaulosporaceae,acolom,6,854,TRUE,f,5,C,2018-03-06,35.78788817,0.00128401,0.20801928,0.18028826,0.0225035,1.0491285,2.71742749,0.66989088,0.00101922,0.11928175,0.10232669,0.01439378,0.71241816,1.77643083,0.43648588,9.765625,3.90625,3.90625,4.296875,4.8828125,4.6875,4.4921875,0.04795981953,-3.794084426,-1.570124511,-0.3390902366,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Acaulosporaceae,acolom,0,854,TRUE,n,4,C,2018-03-06,36.38813005,0.00115517,0.16727815,0.15050042,0.35427334,1.13765765,2.78911507,0.73526357,0.0004452,0.1165227,0.10407367,0.23954271,0.78464192,1.93617609,0.49016336,0,5.2734375,5.078125,4.8828125,5.078125,5.078125,4.8828125,0.1289714556,-1.037686517,-1.788097283,-0.2425278181,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Acaulosporaceae,acolom,4,854,TRUE,f,3,C,2018-03-06,38.6256974,0.00131344,0.04542982,0.04296806,0.02967855,1.23855574,2.74869762,0.75443485,0.0005235,0.02295736,0.02290083,0.01806775,0.77126771,1.72224112,0.45771906,0,3.7109375,3.7109375,4.1015625,4.6875,4.6875,4.1015625,0.213945975,-3.517330716,-3.091586561,-0.2597197413,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Acaulosporaceae,acolom,1,854,TRUE,f,2,C,2018-03-06,39.96924911,0.00060434,1.17836939,1.0761125,0.38081654,1.59673216,3.98061015,0.93699642,0.00025521,0.67263895,0.61399809,0.22113796,0.99608938,2.53949596,0.59182667,0,4.1015625,4.1015625,4.1015625,4.4921875,4.4921875,4.4921875,0.4679591407,-0.9654375421,0.1641316099,-0.003918286468,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Acaulosporaceae,acolom,2,854,TRUE,f,2,D,2018-03-06,52.33279238,0.00180244,0.71299281,0.63857483,0.12026778,1.99262155,4.81790588,1.32850823,0.00107076,0.40121633,0.36089343,0.06845379,1.25096894,3.04708455,0.82074716,12.109375,3.90625,3.90625,4.1015625,4.296875,4.4921875,4.4921875,0.6894511336,-2.118034522,-0.3382839428,0.223918403,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Acaulosporaceae,acolom,0,854,TRUE,n,3,D,2018-03-06,53.92781162,0.00148774,0.13152738,0.11402871,0.07131952,2.04442614,5.05634104,1.10765439,0.00049025,0.07722019,0.06948491,0.04794516,1.47645969,3.61988798,0.88807445,0,4.1015625,4.1015625,4.6875,5.2734375,5.2734375,5.859375,0.715117134,-2.640585216,-2.028540236,0.3896471208,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Acaulosporaceae,acolom,0,854,TRUE,n,4,D,2018-03-06,60.65506204,0.00092434,0.09804913,0.08395934,0.20419732,1.70658832,4.08604904,1.05105089,0.00041572,0.0743388,0.06295335,0.12439685,1.12032793,2.67719999,0.7496374,0,5.46875,5.46875,4.296875,4.6875,4.6875,5.46875,0.5344962431,-1.588668498,-2.322286599,0.1136214371,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Acaulosporaceae,acolom,7,854,TRUE,f,5,D,2018-03-06,64.91505536,0.00064126,0.70538851,0.64748097,0.10630265,2.19190358,5.1413375,1.34378718,0.00017718,0.39584725,0.36401816,0.06223924,1.37428481,3.21762879,0.83826319,0,3.90625,3.90625,4.296875,4.4921875,4.4921875,4.6875,0.7847703809,-2.241465065,-0.3490065499,0.3179334576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Acaulosporaceae,acolom,0,854,TRUE,n,6,D,2018-03-06,71.50661459,0.00101007,0.15099295,0.14144983,0.21137632,1.64764156,4.21347115,0.95174937,0.00023907,0.09655207,0.09312811,0.12234754,1.07012091,2.69945373,0.61388719,0,4.6875,4.6875,4.1015625,4.4921875,4.6875,4.4921875,0.4993449078,-1.554115227,-1.890522132,0.06777164209,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Acaulosporaceae,acolom,12,901,TRUE,f,2,B,2018-04-10,6.48272749,0.00156928,0.44002454,0.71211113,1.56607544,9.56264036,60.85727216,17.75946282,0.00071351,0.40940079,0.66371057,1.8500281,8.40285928,53.40684307,15.26322544,0,6.4453125,6.25,8.59375,6.25,6.25,6.0546875,2.257863877,0.4485727701,-0.8209247809,2.128572038,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Acaulosporaceae,acolom,13,901,TRUE,f,3,B,2018-04-10,16.83087599,0.0008455,5.08370916,8.24552123,3.01346728,8.65660575,55.07519079,15.08603394,0.00020543,3.31453707,5.36784921,2.72233489,8.191754,52.48581354,14.52209542,0,4.6875,4.6875,6.0546875,6.640625,6.640625,7.03125,2.1583227,1.103091336,1.626041145,2.103128039,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Acaulosporaceae,acolom,0,901,TRUE,n,4,B,2018-04-10,51.03910781,0.00200798,41.57177262,73.31185296,16.28147122,8.32374469,100,100,0.00107659,50.79569664,90.81877928,23.36343751,11.31403358,100,100,8.3984375,9.375,9.375,10.546875,10.3515625,10.15625,10.15625,2.119112237,2.790027726,3.727421394,2.426043865,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Acaulosporaceae,acolom,14,901,TRUE,f,5,B,2018-04-10,186.6509882,0.00162255,0.56689605,0.89405309,1.92409419,9.87838586,62.31376488,17.08041109,0.00062939,0.43910306,0.6995955,1.635624,8.6905137,55.39663587,15.22480653,0,5.6640625,5.6640625,6.0546875,6.4453125,6.4453125,6.25,2.290349124,0.6544553063,-0.5675793254,2.162232051,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Acaulosporaceae,acolom,0,901,TRUE,n,6,B,2018-04-10,207.5331276,0.00101547,0.22536661,0.34474367,0.78891031,7.34653399,46.70897449,13.27193179,0.00057518,0.32752766,0.51455214,1.59448315,8.48169464,54.56932451,15.38270684,0,10.546875,10.7421875,14.6484375,8.0078125,8.203125,7.8125,1.994228636,-0.2371026401,-1.490026825,2.137910269,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Acaulosporaceae,acolom,15,901,TRUE,cf,7,B,2018-04-10,229.8531873,0.00067619,16.93376196,29.10348275,9.50537445,8.6467837,54.93712468,15.12205648,0.00033549,33.7680115,56.26084564,11.11516787,8.90463318,57.07363229,15.31043616,0,32.81250001,32.81250001,32.03125001,7.8125,7.8125,7.421875,2.157187425,2.25185737,2.829309378,2.186571723,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Acaulosporaceae,acolom,15,901,TRUE,cf,7,B,2018-04-10,235.9428328,0.000834,0.36440343,0.577003,2.28043036,9.39007513,59.58852103,17.30867424,0.00044205,0.44987015,0.71882189,2.46788797,8.24873438,52.88716584,14.85694568,0,9.765625,9.9609375,8.7890625,6.0546875,6.0546875,5.859375,2.239653294,0.8243641795,-1.009493701,2.11005978,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Acaulosporaceae,acolom,15,901,TRUE,cf,7,B,2018-04-10,257.1171797,0.00168174,6.33773878,10.5379812,2.89815003,8.94663432,70.96877565,57.41637798,0.00064608,7.79260826,12.81395201,4.41149843,10.37724077,84.95151826,61.44629953,0,11.5234375,11.5234375,12.5,8.3984375,8.7890625,8.0078125,2.191277408,1.064072613,1.846522046,2.339615021,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Acaulosporaceae,acolom,15,901,TRUE,cf,7,B,2018-04-10,266.1829283,0.00113198,0.35123206,0.55786758,1.63560091,9.39102485,59.4426056,16.39647382,0.00095568,0.33618701,0.54431581,1.74254426,10.15949704,64.6541834,17.88422266,0,7.8125,8.0078125,7.421875,8.0078125,8.203125,8.0078125,2.23975443,0.4920102659,-1.046308134,2.318408937,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Acaulosporaceae,acolom,15,901,TRUE,cf,7,B,2018-04-10,304.9050749,0.0004278,18.90266194,30.67257484,8.32131533,9.33060614,60.08690532,17.88124713,7.82E-05,15.25803332,24.87167575,7.49021373,9.50772427,63.41239402,20.2745165,0,11.9140625,11.71875,5.6640625,7.03125,7.6171875,8.203125,2.23329998,2.118820335,2.939302756,2.252104549,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Acaulosporaceae,acolom,0,901,TRUE,n,6,C,2018-04-10,306.7574175,0.0026057,0.82989577,1.31289968,1.72181102,9.51846601,60.52734346,16.44751481,0.00246752,0.57189113,0.91015974,2.12760384,9.15775025,58.49530216,15.99934246,15.8203125,4.296875,4.296875,9.375,7.2265625,7.03125,7.03125,2.253233702,0.5433766555,-0.1864551644,2.214600543,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Ambisporaceae,agerde,0,878,FALSE,b,2,B,2018-03-21,30.76760371,0.001011,0.63854763,1.27574513,0.3677607,4.47113249,6.66233297,1.54779311,0.00037157,0.4161549,0.8050872,0.21485121,2.8146453,4.1409662,1.00820563,0,4.4921875,4.4921875,4.1015625,4.296875,4.4921875,4.6875,1.49764173,-1.000322824,-0.4485590096,1.03483625,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Ambisporaceae,agerde,0,878,FALSE,b,3,B,2018-03-21,33.08117783,0.00046236,1.02177118,2.06571627,0.21909731,7.31374957,10.73922967,2.95952284,0.00013642,0.56242151,1.12853118,0.12349139,4.54535263,6.591965,1.82629596,0,4.1015625,3.90625,4.1015625,4.4921875,4.296875,4.296875,1.989756079,-1.51823931,0.02153757239,1.514105311,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Ambisporaceae,agerde,0,878,FALSE,n,4,B,2018-03-21,50.21995718,0.00183531,0.12909593,0.26303227,0.31642294,5.39960964,7.90267568,2.55939388,0.00061386,0.10692028,0.21521968,0.20046986,3.67857621,5.27479863,1.68093022,0,6.25,6.25,4.4921875,4.8828125,4.8828125,4.6875,1.686326662,-1.150675543,-2.047199508,1.302525778,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Ambisporaceae,agerde,0,878,FALSE,n,5,B,2018-03-21,59.64646031,0.00071214,4.79020444,9.46379467,2.81060035,4.69814902,15.43248101,14.95989804,0.0001641,2.97139511,5.9054347,2.1474126,3.17089376,10.24951036,10.10375901,0,4.4921875,4.4921875,5.6640625,4.8828125,4.8828125,4.8828125,1.547168606,1.033398108,1.566573091,1.154013491,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Ambisporaceae,agerde,0,878,FALSE,n,6,B,2018-03-21,79.21948741,0.00116816,0.14636447,0.29582707,0.24763816,5.27532525,7.4933935,2.21228157,0.00041984,0.11200341,0.22791589,0.16627377,3.76181891,5.37122551,1.51112739,0,6.0546875,6.0546875,4.8828125,5.2734375,5.078125,4.8828125,1.663040336,-1.39578663,-1.921655398,1.324902593,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Ambisporaceae,agerde,0,878,FALSE,cf,7,B,2018-03-21,90.5234812,0.00094948,1.3513905,2.70906831,3.17009958,8.4331559,12.47956096,4.02022912,0.0003844,0.94941864,1.90088204,2.20779241,6.03987698,8.95729922,2.94179176,0,5.078125,5.078125,5.078125,5.2734375,5.078125,5.2734375,2.132171067,1.153763001,0.3011340624,1.798383644,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Ambisporaceae,agerde,0,878,FALSE,cf,7,B,2018-03-21,90.80356051,0.00038892,10.8795689,22.22594247,3.97377494,13.30162357,33.76087338,27.78190543,9.77E-05,12.00957685,24.75826666,7.0488791,19.39749953,49.00416898,40.69494124,0,14.84375,15.0390625,16.6015625,9.765625,9.765625,9.9609375,2.587886101,1.379716509,2.386886617,2.965144168,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Ambisporaceae,agerde,0,878,FALSE,cf,7,B,2018-03-21,96.98818523,0.0008347,5.29388469,10.61362243,1.52631551,5.36801284,7.84774921,1.92768476,0.00028301,3.07870649,6.18446369,1.04785804,3.60502279,5.17199356,1.19409803,0,4.1015625,4.1015625,5.078125,4.8828125,4.6875,4.4921875,1.680457792,0.4228566677,1.666552322,1.282328092,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Ambisporaceae,agerde,0,878,FALSE,cf,7,B,2018-03-21,98.49476389,0.00098269,5.01224632,10.00356181,4.5717495,4.30203965,9.28924433,6.60402761,0.00029854,4.73804691,9.51053568,3.34217679,3.22344445,6.93504773,5.08922434,0,7.6171875,7.6171875,5.2734375,5.46875,5.46875,5.6640625,1.459089247,1.519895954,1.611884182,1.170450493,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Ambisporaceae,agerde,0,878,FALSE,cf,7,B,2018-03-21,118.1389907,0.00089286,0.28635478,0.57388833,0.32390314,7.58191045,10.61050911,2.73080394,0.00024615,0.20300255,0.40576695,0.22182476,5.35323098,7.42782881,1.9100186,0,5.078125,5.078125,4.8828125,5.078125,5.078125,5.078125,2.025765206,-1.127310759,-1.250523747,1.6777003,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Ambisporaceae,agerde,0,878,FALSE,n,6,C,2018-03-21,126.1713486,0.00090906,0.17067473,0.33406992,0.40939944,5.10660773,7.45224711,1.71535779,0.00032266,0.13126549,0.25816604,0.28446501,3.77687242,5.48590967,1.29850395,0,5.859375,5.859375,5.078125,5.2734375,5.2734375,5.46875,1.630535334,-0.8930639736,-1.767995698,1.328896265,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Ambisporaceae,agerde,0,878,FALSE,n,5,C,2018-03-21,130.680927,0.0011364,0.76584108,1.56904911,0.28341291,6.61462746,9.48682353,2.50824774,0.00027709,0.43695008,0.88786185,0.16186978,4.13389283,5.92752781,1.55998799,0,3.90625,4.1015625,4.1015625,4.4921875,4.4921875,4.4921875,1.889283479,-1.260850399,-0.2667805981,1.419219537,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Ambisporaceae,agerde,0,878,FALSE,b,4,C,2018-03-21,153.771478,0.00116201,1.63309597,3.26610468,1.03837471,6.43915911,8.93662516,2.1669948,0.00022878,0.958236,1.9204868,0.73036479,4.3317161,6.11174889,1.53759003,0,4.1015625,3.90625,4.8828125,4.8828125,5.078125,5.078125,1.862397959,0.03765671189,0.4904775814,1.465963791,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Ambisporaceae,agerde,0,878,FALSE,n,3,C,2018-03-21,159.9508918,0.00108858,0.15267264,0.30666143,0.28376849,5.08502922,7.27353702,1.93049954,0.00040624,0.11647996,0.23456335,0.18327481,3.3965912,4.90651652,1.31589798,0,5.6640625,5.6640625,4.6875,4.8828125,4.8828125,4.8828125,1.626300776,-1.259596549,-1.879459258,1.22277234,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Ambisporaceae,agerde,1,878,FALSE,f,2,C,2018-03-21,173.0385244,0.00094445,1.47157577,2.99575389,1.10952272,5.35693625,7.18594087,1.84927122,0.00077102,0.89387759,1.80297317,0.80296218,3.41072569,4.60391748,1.26134583,0,4.1015625,4.1015625,5.2734375,4.4921875,4.4921875,4.6875,1.678392217,0.1039299409,0.386333779,1.226925081,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Ambisporaceae,agerde,0,878,FALSE,n,2,D,2018-03-21,173.9387551,0.00204816,5.20110447,10.56787297,3.06238364,4.55509937,10.87595052,8.87115379,0.00148905,6.15010508,12.57409544,4.13157318,3.40887813,8.06498942,6.53092559,9.375,21.2890625,21.2890625,19.7265625,5.078125,5.2734375,5.078125,1.516247346,1.11919358,1.648871001,1.226383243,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Ambisporaceae,agerde,0,878,FALSE,n,3,D,2018-03-21,175.2341709,0.0009418,0.13502412,0.27299132,0.13150796,4.64374395,6.7476023,1.53082889,0.00029185,0.10968097,0.22382159,0.08801732,3.19551088,4.68583715,1.12652541,0,6.25,6.25,4.8828125,5.078125,4.8828125,5.46875,1.535520927,-2.028687897,-2.00230185,1.161746975,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Ambisporaceae,agerde,0,878,FALSE,n,4,D,2018-03-21,175.7998306,0.00071488,1.03054228,2.09112288,1.1027819,6.22556284,8.75287866,2.25670356,0.00017711,0.83429168,1.67078495,0.93737459,4.57760764,6.54573206,1.79552664,0,6.0546875,5.859375,6.4453125,5.078125,5.078125,5.6640625,1.828663854,0.09783598727,0.03008514913,1.521176512,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
